region_id,population
144971, 605513
900100, 1546533
900101, 68506
3426, 1865425
3427, 2563662
3428, 2350251
3429, 1646831
3430, 3433613
3431, 1062814
3432, 2502844
3433, 2172996
3434, 1105713
900844, 2353527
900845, 2543962
900846, 2192417
900847, 1700751
900848, 3145909
900849, 1024729
900850, 1097024
900851, 1577608
900852, 1971047
900853, 1097174
3435, 614966
3436, 2225199
3437, 1914223
3438, 1292657
3439, 1647866
3440, 1774241
3441, 1634994
3442, 804416
3443, 707490
3444, 1740232
900969, 596908
900970, 2207247
900971, 1914312
900972, 1295233
900973, 1663327
900974, 1772553
900975, 1634180
900976, 823341
900977, 707569
900978, 1741996
900448, 4821404
900449, 4815640
900450, 14223611
900451, 1861847
900452, 3838147
900453, 10583504
900454, 1281873
900455, 3983771
900456, 52787976
900457, 33750228
900458, 40196216
900459, 5250259
900460, 4488419
900461, 2791372
900462, 4298422
900463, 863461
900464, 1642937
900465, 2569684
900466, 8761476
900467, 2073768
900468, 1593433
900469, 5189439
900470, 5692876
900471, 6727432
900472, 1471021
900473, 8257070
900474, 1708740
900475, 9173308
900476, 3325101
900477, 3028146
900478, 2788770
900479, 5562879
900480, 8144866
900481, 14643092
901127, 5698834
901128, 2745433
901129, 1886719
901130, 482329
901131, 1805449
901132, 283781
901133, 1478011
901134, 3510242
901135, 5682088
901136, 1716794
901137, 465523
901138, 1757553
901139, 5175998
901140, 959790
901141, 2703580
901142, 2588819
901143, 1342827
901144, 8097011
900979, 210243
900980, 137938
900981, 312374
900982, 344850
900983, 318476
900984, 220945
900985, 693665
900986, 660009
900987, 465848
900988, 588065
900989, 742780
900990, 752347
900991, 621040
900992, 527929
900993, 271678
900994, 52667
900995, 201981
900996, 315771
900997, 300997
900998, 293543
900999, 595309
901000, 569125
900566, 5408557
900567, 5619389
900568, 5613278
900569, 4923109
900570, 3903285
900571, 11902244
900572, 16135074
900573, 3341951
900574, 6401025
900575, 7733827
900576, 7954864
900577, 4556300
900578, 3855502
900579, 2352652
900580, 2037931
900581, 2904155
900582, 12630167
900583, 402501
900584, 31943
900585, 128096
900586, 339982
900587, 36823
900588, 33804
900589, 35154
900590, 111060
900591, 57030
900592, 10193
900729, 1142167
900730, 189678
900731, 836208
900732, 715490
900733, 845617
900734, 2157667
900735, 673444
900736, 1036923
900737, 3550802
900738, 887575
900739, 1800081
900740, 706238
900741, 1121055
900742, 561292
900007, 322219
900008, 702938
900009, 423665
900010, 373903
900011, 288999
900012, 675388
900013, 221336
900014, 384642
900015, 399592
900016, 369495
900017, 388374
900018, 132389
900019, 531187
900020, 132381
900021, 234020
900022, 168769
900023, 133223
900024, 2298
900065, 3635559
900066, 2114818
25350, 6575
25351, 51821
25352, 30965
25353, 33014
25354, 10820
25355, 25435
25356, 24389
25357, 17361
25358, 10038
25359, 24292
25360, 6505
25361, 67997
25362, 19065
25363, 21755
25364, 2607
25365, 203727
25366, 21495
25367, 1859
25368, 15271
25369, 16988
25370, 3840
25371, 107019
25372, 169793
25373, 1751545
25374, 195798
25375, 650380
25376, 263554
25377, 164817
25378, 808818
25379, 255810
25380, 194253
25381, 269015
25382, 203385
25383, 374208
25384, 128745
25385, 392311
25386, 81224
25387, 187934
25388, 203338
25389, 442666
25390, 227347
25391, 328244
25392, 174295
25393, 130131
25394, 168806
25395, 294617
25396, 290429
25397, 91957
25398, 104328
25399, 161944
25400, 265341
910, 6473819
40776, 13075
40777, 6347
900744, 19916
900745, 17945
2745, 4447847
2749, 1225169
2752, 2420762
2753, 7276568
2755, 897832
2756, 2833342
2757, 3422315
2758, 1526465
2761, 1488753
2762, 1615072
2763, 876947
2764, 4641505
2767, 1697752
2769, 747983
2770, 2270283
40772, 2459995
899977, 539914
899978, 2199179
900115, 1225190
900116, 539919
900117, 2203285
900118, 1524586
900119, 2420095
900120, 7275686
900121, 1488938
900122, 3422378
900123, 2834384
900124, 897855
900125, 2457168
900126, 1616303
900127, 4640930
900128, 875850
900129, 747883
900130, 1693540
900131, 2270352
900132, 4449172
1158, 345339
1159, 6225901
1160, 6410425
1161, 3462443
1162, 5075627
1163, 4944628
1164, 9672744
1165, 4249546
1166, 5528551
1167, 8535794
1168, 5549157
1169, 241079
1170, 1267138
1171, 665981
1172, 7027654
1173, 1528554
1174, 4561194
1175, 3072110
1176, 702460
1177, 1427901
1178, 170555
1179, 3408728
1180, 494205
1181, 2624456
1182, 469470
1183, 4909534
61524, 3215795
900913, 8564020
900914, 4958331
900915, 689920
900916, 653423
900917, 1442489
900918, 6476197
900919, 6975891
900920, 5579485
900921, 3433864
900922, 4991226
900923, 4241538
900924, 6183436
900925, 1346752
900926, 9632177
900927, 3102898
900928, 3425665
900929, 5493424
900930, 4608131
900931, 4904986
900932, 2137441
900933, 1527507
900934, 3695964
900935, 345794
900936, 240320
900937, 511991
900938, 468212
900939, 167745
40408, 3723843
40409, 1151814
40422, 153070
40423, 157422
40424, 1758610
40425, 1758620
40426, 630329
40427, 1019884
40428, 595960
40429, 2105058
40430, 681130
40431, 6356669
900806, 1151814
900807, 3723843
900808, 153070
900809, 157422
900810, 1758610
900811, 1758620
900812, 630329
900813, 1019884
900814, 595960
900815, 2105058
900816, 681130
900817, 6356669
61033, 33753
0, 0
900893, 1891413
900894, 6234771
900895, 2081572
900896, 900075
900897, 705925
900898, 969254
900899, 1526659
900900, 1082515
900901, 473114
900902, 956038
2395, 3708
2397, 4507
2398, 5637
2399, 7225
2400, 134791
2401, 418
2402, 14282
2403, 12382
2404, 50152
925, 23760158
900195, 8504
900196, 5610
900197, 21147
900198, 6717
900199, 5541
900200, 1429
900201, 1829
900202, 6894
900203, 10959
900204, 1432
900232, 751152
900233, 425451
900234, 406299
900235, 1997437
900236, 842003
900237, 520796
900238, 1041307
900239, 77645
900240, 372311
900241, 536313
900242, 709300
900243, 392039
900244, 712277
900245, 463862
900246, 1052110
900247, 761003
